human	lizard	chicken
ENSG00000160294	ENSACAG00000004980	ENSGALG00000004363
ENSG00000185420	ENSACAG00000011875	ENSGALG00000010653
ENSG00000103353	ENSACAG00000029331	ENSGALG00000006117
ENSG00000103855	ENSACAG00000007212	ENSGALG00000001729
ENSG00000006071	ENSACAG00000000048	ENSGALG00000006172
ENSG00000101166	ENSACAG00000001085	ENSGALG00000007439
ENSG00000101134	ENSACAG00000015924	ENSGALG00000007786
ENSG00000222009	ENSACAG00000025484	ENSGALG00000028978
ENSG00000107560	ENSACAG00000010360	ENSGALG00000009304
ENSG00000119686	ENSACAG00000016955	ENSGALG00000010326
ENSG00000131437	ENSACAG00000012793	ENSGALG00000006860
ENSG00000261308	ENSACAG00000016922	ENSGALG00000033339
ENSG00000165802	ENSACAG00000016428	ENSGALG00000008681
ENSG00000104863	ENSACAG00000013247	ENSGALG00000030321
ENSG00000196843	ENSACAG00000006638	ENSGALG00000039206
ENSG00000104848	ENSACAG00000013311	ENSGALG00000036221
ENSG00000142959	ENSACAG00000015654	ENSGALG00000043605
ENSG00000163812	ENSACAG00000004129	ENSGALG00000029266
ENSG00000240303	ENSACAG00000000712	ENSGALG00000035949
ENSG00000213619	ENSACAG00000001966	ENSGALG00000008084
ENSG00000044115	ENSACAG00000015986	ENSGALG00000002447
ENSG00000112319	ENSACAG00000010346	ENSGALG00000031656
ENSG00000163864	ENSACAG00000003511	ENSGALG00000026187
ENSG00000090861	ENSACAG00000002808	ENSGALG00000001965
ENSG00000148660	ENSACAG00000009061	ENSGALG00000005088
ENSG00000156508	ENSACAG00000004556	ENSGALG00000015917
ENSG00000120526	ENSACAG00000002434	ENSGALG00000040879
ENSG00000066827	ENSACAG00000011949	ENSGALG00000037698
ENSG00000187164	ENSACAG00000010155	ENSGALG00000030276
ENSG00000169641	ENSACAG00000016989	ENSGALG00000025858
ENSG00000184564	ENSACAG00000004440	ENSGALG00000016904
ENSG00000154342	ENSACAG00000006935	ENSGALG00000042657
ENSG00000103404	ENSACAG00000014843	ENSGALG00000006286
ENSG00000182979	ENSACAG00000013501	ENSGALG00000002803
ENSG00000122254	ENSACAG00000006465	ENSGALG00000040675
ENSG00000103769	ENSACAG00000004479	ENSGALG00000007615
ENSG00000096696	ENSACAG00000002761	ENSGALG00000012790
ENSG00000120705	ENSACAG00000015818	ENSGALG00000002262
ENSG00000180616	ENSACAG00000014569	ENSGALG00000004418
ENSG00000103429	ENSACAG00000005239	ENSGALG00000003111
ENSG00000132305	ENSACAG00000011776	ENSGALG00000015783
ENSG00000102287	ENSACAG00000013990	ENSGALG00000020292
ENSG00000099250	ENSACAG00000006518	ENSGALG00000007140
ENSG00000117407	ENSACAG00000014291	ENSGALG00000032098
ENSG00000061337	ENSACAG00000001472	ENSGALG00000001727
ENSG00000159322	ENSACAG00000006884	ENSGALG00000001788
ENSG00000136942	ENSACAG00000004065	ENSGALG00000035677
ENSG00000109906	ENSACAG00000009265	ENSGALG00000038540
ENSG00000070808	ENSACAG00000015036	ENSGALG00000005621
ENSG00000030419	ENSACAG00000025864	ENSGALG00000003136
ENSG00000148200	ENSACAG00000006870	ENSGALG00000001073
ENSG00000117360	ENSACAG00000003176	ENSGALG00000028205
ENSG00000147655	ENSACAG00000010188	ENSGALG00000030030
ENSG00000089737	ENSACAG00000008545	ENSGALG00000010884
ENSG00000108963	ENSACAG00000010817	ENSGALG00000003082
ENSG00000197355	ENSACAG00000001493	ENSGALG00000034948
ENSG00000196405	ENSACAG00000013325	ENSGALG00000011209
ENSG00000136878	ENSACAG00000009302	ENSGALG00000041104
ENSG00000182704	ENSACAG00000001325	ENSGALG00000000761
ENSG00000150764	ENSACAG00000015440	ENSGALG00000007929
ENSG00000108639	ENSACAG00000016746	ENSGALG00000027902
ENSG00000166851	ENSACAG00000012078	ENSGALG00000006110
ENSG00000117650	ENSACAG00000016319	ENSGALG00000009854
ENSG00000134398	ENSACAG00000012164	ENSGALG00000027592
ENSG00000147676	ENSACAG00000008496	ENSGALG00000040768
ENSG00000184374	ENSACAG00000008470	ENSGALG00000033144
ENSG00000053770	ENSACAG00000000647	ENSGALG00000012101
ENSG00000162344	ENSACAG00000016055	ENSGALG00000028376
ENSG00000198892	ENSACAG00000005028	ENSGALG00000032893
ENSG00000131473	ENSACAG00000017013	ENSGALG00000003475
ENSG00000149716	ENSACAG00000016039	ENSGALG00000007556
ENSG00000155329	ENSACAG00000013070	ENSGALG00000036666
ENSG00000137720	ENSACAG00000006503	ENSGALG00000007950
ENSG00000145494	ENSACAG00000000774	ENSGALG00000013191
ENSG00000139946	ENSACAG00000014237	ENSGALG00000012124
ENSG00000089916	ENSACAG00000017060	ENSGALG00000010350
ENSG00000108861	ENSACAG00000004781	ENSGALG00000035369
ENSG00000130005	ENSACAG00000005392	ENSGALG00000040182
ENSG00000149591	ENSACAG00000001926	ENSGALG00000011902
ENSG00000141576	ENSACAG00000008137	ENSGALG00000002008
ENSG00000137504	ENSACAG00000001906	ENSGALG00000039605
ENSG00000112742	ENSACAG00000017368	ENSGALG00000015874
ENSG00000113140	ENSACAG00000009888	ENSGALG00000004184
ENSG00000161533	ENSACAG00000007694	ENSGALG00000002159
ENSG00000136944	ENSACAG00000001879	ENSGALG00000040582
ENSG00000176907	ENSACAG00000009515	ENSGALG00000024083
ENSG00000143105	ENSACAG00000015995	ENSGALG00000000441
ENSG00000110777	ENSACAG00000006629	ENSGALG00000006809
ENSG00000132382	ENSACAG00000000464	ENSGALG00000001363
ENSG00000167244	ENSACAG00000009707	ENSGALG00000035282
ENSG00000105821	ENSACAG00000006548	ENSGALG00000008249
ENSG00000160183	ENSACAG00000003022	ENSGALG00000016169
ENSG00000197728	ENSACAG00000005290	ENSGALG00000032052
ENSG00000165416	ENSACAG00000000605	ENSGALG00000016946
ENSG00000163815	ENSACAG00000004062	ENSGALG00000030969
ENSG00000177885	ENSACAG00000006524	ENSGALG00000008016
ENSG00000196876	ENSACAG00000017243	ENSGALG00000043728
ENSG00000165219	ENSACAG00000000502	ENSGALG00000000993
ENSG00000146648	ENSACAG00000017406	ENSGALG00000038089
ENSG00000189159	ENSACAG00000006208	ENSGALG00000007965
ENSG00000168679	ENSACAG00000012759	ENSGALG00000000417
ENSG00000126777	ENSACAG00000014278	ENSGALG00000012137
ENSG00000161996	ENSACAG00000006625	ENSGALG00000028172
ENSG00000139842	ENSACAG00000000212	ENSGALG00000016830
ENSG00000004487	ENSACAG00000016954	ENSGALG00000033469
ENSG00000164142	ENSACAG00000002879	ENSGALG00000010090
ENSG00000019582	ENSACAG00000015007	ENSGALG00000004594
ENSG00000117013	ENSACAG00000012490	ENSGALG00000038708
ENSG00000179604	ENSACAG00000014612	ENSGALG00000023364
ENSG00000153187	ENSACAG00000004511	ENSGALG00000010671
ENSG00000198520	ENSACAG00000014830	ENSGALG00000020716
ENSG00000086015	ENSACAG00000015765	ENSGALG00000010313
ENSG00000116062	ENSACAG00000014084	ENSGALG00000008957
ENSG00000167910	ENSACAG00000005350	ENSGALG00000041222
ENSG00000185238	ENSACAG00000015533	ENSGALG00000003958
ENSG00000124767	ENSACAG00000014303	ENSGALG00000010127
ENSG00000144468	ENSACAG00000003827	ENSGALG00000004957
ENSG00000169047	ENSACAG00000003830	ENSGALG00000004959
ENSG00000146414	ENSACAG00000007386	ENSGALG00000012289
ENSG00000004866	ENSACAG00000008154	ENSGALG00000037206
ENSG00000168904	ENSACAG00000008251	ENSGALG00000007057
ENSG00000148700	ENSACAG00000006070	ENSGALG00000008542
ENSG00000108309	ENSACAG00000017290	ENSGALG00000026518
ENSG00000185813	ENSACAG00000010492	ENSGALG00000007251
ENSG00000157637	ENSACAG00000015300	ENSGALG00000006880
ENSG00000167302	ENSACAG00000015343	ENSGALG00000044464
ENSG00000141577	ENSACAG00000015365	ENSGALG00000006895
ENSG00000113073	ENSACAG00000013391	ENSGALG00000044387
ENSG00000125319	ENSACAG00000017163	ENSGALG00000044452
ENSG00000146005	ENSACAG00000002197	ENSGALG00000030836
ENSG00000150782	ENSACAG00000015396	ENSGALG00000007874
ENSG00000143033	ENSACAG00000005728	ENSGALG00000043087
ENSG00000129197	ENSACAG00000014309	ENSGALG00000001666
ENSG00000198752	ENSACAG00000000214	ENSGALG00000011432
ENSG00000150776	ENSACAG00000015430	ENSGALG00000007882
ENSG00000140471	ENSACAG00000009809	ENSGALG00000007112
ENSG00000029725	ENSACAG00000015349	ENSGALG00000001737
ENSG00000055483	ENSACAG00000016248	ENSGALG00000037018
ENSG00000100784	ENSACAG00000009878	ENSGALG00000030580
ENSG00000037749	ENSACAG00000004302	ENSGALG00000004040
ENSG00000110274	ENSACAG00000006669	ENSGALG00000007310
ENSG00000186907	ENSACAG00000007277	ENSGALG00000032903
ENSG00000198648	ENSACAG00000001506	ENSGALG00000010930
ENSG00000112531	ENSACAG00000003270	ENSGALG00000011555
ENSG00000135723	ENSACAG00000000374	ENSGALG00000002198
ENSG00000119715	ENSACAG00000017071	ENSGALG00000041775
ENSG00000109118	ENSACAG00000016184	ENSGALG00000031368
ENSG00000153820	ENSACAG00000014852	ENSGALG00000002974
ENSG00000167113	ENSACAG00000007364	ENSGALG00000004927
ENSG00000162039	ENSACAG00000006167	ENSGALG00000005411
ENSG00000197948	ENSACAG00000011666	ENSGALG00000002622
ENSG00000167112	ENSACAG00000007331	ENSGALG00000004920
ENSG00000168658	ENSACAG00000012250	ENSGALG00000040709
ENSG00000188176	ENSACAG00000001828	ENSGALG00000006069
ENSG00000116748	ENSACAG00000002927	ENSGALG00000002082
ENSG00000160613	ENSACAG00000002013	ENSGALG00000029220
ENSG00000120029	ENSACAG00000012211	ENSGALG00000007658
ENSG00000144736	ENSACAG00000014809	ENSGALG00000007798
ENSG00000108106	ENSACAG00000016005	ENSGALG00000036827
ENSG00000170819	ENSACAG00000004403	ENSGALG00000034585
ENSG00000144868	ENSACAG00000004468	ENSGALG00000036412
ENSG00000176438	ENSACAG00000013258	ENSGALG00000011076
ENSG00000072571	ENSACAG00000029328	ENSGALG00000042009
ENSG00000170788	ENSACAG00000004928	ENSGALG00000002432
ENSG00000151332	ENSACAG00000001558	ENSGALG00000010096
ENSG00000133247	ENSACAG00000016974	ENSGALG00000030942
ENSG00000132128	ENSACAG00000002210	ENSGALG00000010359
ENSG00000109339	ENSACAG00000011795	ENSGALG00000011109
ENSG00000205363	ENSACAG00000007237	ENSGALG00000001716
ENSG00000138639	ENSACAG00000011711	ENSGALG00000011124
ENSG00000138623	ENSACAG00000000246	ENSGALG00000001412
ENSG00000131748	ENSACAG00000003823	ENSGALG00000014607
ENSG00000119685	ENSACAG00000016982	ENSGALG00000010340
ENSG00000070748	ENSACAG00000015249	ENSGALG00000002289
ENSG00000155090	ENSACAG00000009177	ENSGALG00000037913
ENSG00000119699	ENSACAG00000017020	ENSGALG00000010346
ENSG00000177291	ENSACAG00000001121	ENSGALG00000007065
ENSG00000186185	ENSACAG00000007486	ENSGALG00000031553
ENSG00000165533	ENSACAG00000012806	ENSGALG00000010663
ENSG00000119899	ENSACAG00000004600	ENSGALG00000015916
ENSG00000138622	ENSACAG00000007090	ENSGALG00000001764
ENSG00000125875	ENSACAG00000008246	ENSGALG00000006201
ENSG00000149599	ENSACAG00000023162	ENSGALG00000021017
ENSG00000139330	ENSACAG00000012355	ENSGALG00000011270
ENSG00000185722	ENSACAG00000014975	ENSGALG00000001467
ENSG00000182938	ENSACAG00000005877	ENSGALG00000028214
ENSG00000171793	ENSACAG00000016935	ENSGALG00000042967
ENSG00000179772	ENSACAG00000004048	ENSGALG00000043015
ENSG00000179546	ENSACAG00000000499	ENSGALG00000000820
ENSG00000118322	ENSACAG00000006180	ENSGALG00000001662
ENSG00000104447	ENSACAG00000011161	ENSGALG00000031700
ENSG00000112306	ENSACAG00000010479	ENSGALG00000013990
ENSG00000172794	ENSACAG00000005376	ENSGALG00000027789
ENSG00000100906	ENSACAG00000001848	ENSGALG00000027864
ENSG00000108262	ENSACAG00000012445	ENSGALG00000023703
ENSG00000114779	ENSACAG00000011916	ENSGALG00000038589
ENSG00000113312	ENSACAG00000003286	ENSGALG00000001429
ENSG00000165973	ENSACAG00000015311	ENSGALG00000003777
ENSG00000120068	ENSACAG00000006423	ENSGALG00000040320
ENSG00000101977	ENSACAG00000014649	ENSGALG00000006562
ENSG00000141568	ENSACAG00000017333	ENSGALG00000001577
ENSG00000136802	ENSACAG00000003742	ENSGALG00000004573
ENSG00000141753	ENSACAG00000016160	ENSGALG00000040672
ENSG00000108946	ENSACAG00000013207	ENSGALG00000004237
ENSG00000002919	ENSACAG00000006556	ENSGALG00000017553
ENSG00000147416	ENSACAG00000001266	ENSGALG00000033663
ENSG00000136930	ENSACAG00000025211	ENSGALG00000001103
ENSG00000002834	ENSACAG00000014046	ENSGALG00000039299
ENSG00000143155	ENSACAG00000010725	ENSGALG00000015246
ENSG00000145425	ENSACAG00000002978	ENSGALG00000010077
ENSG00000162337	ENSACAG00000014411	ENSGALG00000029533
ENSG00000203805	ENSACAG00000028997	ENSGALG00000029020
ENSG00000127585	ENSACAG00000011748	ENSGALG00000002443
ENSG00000129116	ENSACAG00000015958	ENSGALG00000009650
ENSG00000162552	ENSACAG00000012513	ENSGALG00000041708
ENSG00000104044	ENSACAG00000011098	ENSGALG00000016740
ENSG00000132718	ENSACAG00000002920	ENSGALG00000014646
ENSG00000166922	ENSACAG00000015837	ENSGALG00000009725
ENSG00000104419	ENSACAG00000011700	ENSGALG00000035397
ENSG00000127955	ENSACAG00000016035	ENSGALG00000008382
ENSG00000176986	ENSACAG00000009727	ENSGALG00000005181
ENSG00000128272	ENSACAG00000007573	ENSGALG00000012135
ENSG00000108592	ENSACAG00000017930	ENSGALG00000032993
ENSG00000100567	ENSACAG00000014541	ENSGALG00000012039
ENSG00000100335	ENSACAG00000007591	ENSGALG00000012144
ENSG00000179776	ENSACAG00000000593	ENSGALG00000032349
ENSG00000162378	ENSACAG00000008334	ENSGALG00000010643
ENSG00000145041	ENSACAG00000007692	ENSGALG00000033301
ENSG00000081248	ENSACAG00000009520	ENSGALG00000037744
ENSG00000097046	ENSACAG00000001503	ENSGALG00000006051
ENSG00000099377	ENSACAG00000007559	ENSGALG00000045366
ENSG00000169087	ENSACAG00000004997	ENSGALG00000011677
ENSG00000162377	ENSACAG00000008332	ENSGALG00000040910
ENSG00000132692	ENSACAG00000004876	ENSGALG00000045469
ENSG00000079931	ENSACAG00000000921	ENSGALG00000002911
ENSG00000145050	ENSACAG00000007670	ENSGALG00000002362
ENSG00000121898	ENSACAG00000017504	ENSGALG00000009693
ENSG00000110492	ENSACAG00000004140	ENSGALG00000008367
ENSG00000165752	ENSACAG00000007586	ENSGALG00000020615
ENSG00000139637	ENSACAG00000005470	ENSGALG00000037688
ENSG00000159377	ENSACAG00000011542	ENSGALG00000000905
ENSG00000177791	ENSACAG00000009922	ENSGALG00000005226
ENSG00000109534	ENSACAG00000010031	ENSGALG00000020164
ENSG00000167513	ENSACAG00000013401	ENSGALG00000013784
ENSG00000102243	ENSACAG00000009400	ENSGALG00000006412
ENSG00000110925	ENSACAG00000012424	ENSGALG00000032004
ENSG00000085224	ENSACAG00000008641	ENSGALG00000007843
ENSG00000140090	ENSACAG00000009184	ENSGALG00000010793
ENSG00000112130	ENSACAG00000001771	ENSGALG00000023256
ENSG00000166226	ENSACAG00000004492	ENSGALG00000009975
ENSG00000166860	ENSACAG00000007359	ENSGALG00000035502
ENSG00000147485	ENSACAG00000006172	ENSGALG00000036838
ENSG00000125629	ENSACAG00000001795	ENSGALG00000028046
ENSG00000153266	ENSACAG00000002338	ENSGALG00000007184
ENSG00000116525	ENSACAG00000012575	ENSGALG00000028437
ENSG00000109861	ENSACAG00000015158	ENSGALG00000017239
ENSG00000167281	ENSACAG00000016093	ENSGALG00000032889
ENSG00000091947	ENSACAG00000004948	ENSGALG00000043148
ENSG00000167280	ENSACAG00000016169	ENSGALG00000011816
ENSG00000156381	ENSACAG00000000180	ENSGALG00000011376
ENSG00000105619	ENSACAG00000016045	ENSGALG00000033069
ENSG00000196663	ENSACAG00000000176	ENSGALG00000011373
ENSG00000170385	ENSACAG00000016353	ENSGALG00000009858
ENSG00000055147	ENSACAG00000004308	ENSGALG00000004068
ENSG00000165632	ENSACAG00000004180	ENSGALG00000006731
ENSG00000082512	ENSACAG00000016371	ENSGALG00000009864
ENSG00000168496	ENSACAG00000017680	ENSGALG00000033781
ENSG00000170464	ENSACAG00000016481	ENSGALG00000002528
ENSG00000134825	ENSACAG00000017684	ENSGALG00000038292
ENSG00000118515	ENSACAG00000010226	ENSGALG00000013971
ENSG00000161544	ENSACAG00000028820	ENSGALG00000001892
ENSG00000115009	ENSACAG00000028811	ENSGALG00000003003
ENSG00000141698	ENSACAG00000017097	ENSGALG00000003651
ENSG00000140153	ENSACAG00000000164	ENSGALG00000011365
ENSG00000188613	ENSACAG00000027867	ENSGALG00000027980
ENSG00000132341	ENSACAG00000007175	ENSGALG00000002569
ENSG00000136828	ENSACAG00000029638	ENSGALG00000000906
ENSG00000176915	ENSACAG00000007828	ENSGALG00000002143
ENSG00000175832	ENSACAG00000004827	ENSGALG00000036678
ENSG00000145907	ENSACAG00000009792	ENSGALG00000004160
ENSG00000139540	ENSACAG00000007284	ENSGALG00000046197
ENSG00000155890	ENSACAG00000015486	ENSGALG00000005286
ENSG00000147724	ENSACAG00000012115	ENSGALG00000039831
ENSG00000204316	ENSACAG00000007563	ENSGALG00000002194
ENSG00000197070	ENSACAG00000003439	ENSGALG00000008475
ENSG00000163412	ENSACAG00000013899	ENSGALG00000007780
ENSG00000112658	ENSACAG00000004798	ENSGALG00000032029
ENSG00000157045	ENSACAG00000003857	ENSGALG00000040905
ENSG00000163378	ENSACAG00000015231	ENSGALG00000013406
ENSG00000139567	ENSACAG00000016876	ENSGALG00000035635
ENSG00000111361	ENSACAG00000015259	ENSGALG00000003259
ENSG00000187720	ENSACAG00000008557	ENSGALG00000004087
ENSG00000073803	ENSACAG00000007817	ENSGALG00000006655
ENSG00000016391	ENSACAG00000011695	ENSGALG00000005363
ENSG00000124196	ENSACAG00000029590	ENSGALG00000035365
ENSG00000188396	ENSACAG00000015554	ENSGALG00000044647
ENSG00000137714	ENSACAG00000001343	ENSGALG00000026507
ENSG00000117479	ENSACAG00000010527	ENSGALG00000015218
ENSG00000159023	ENSACAG00000003888	ENSGALG00000001329
ENSG00000110536	ENSACAG00000002085	ENSGALG00000008091
ENSG00000162366	ENSACAG00000028602	ENSGALG00000010473
ENSG00000101162	ENSACAG00000001102	ENSGALG00000007447
ENSG00000171345	ENSACAG00000017868	ENSGALG00000019719
ENSG00000149187	ENSACAG00000002114	ENSGALG00000008097
ENSG00000038219	ENSACAG00000002088	ENSGALG00000026470
ENSG00000022355	ENSACAG00000014898	ENSGALG00000001698
ENSG00000136104	ENSACAG00000011679	ENSGALG00000017015
ENSG00000119703	ENSACAG00000016846	ENSGALG00000010309
ENSG00000174437	ENSACAG00000016106	ENSGALG00000032287
ENSG00000118508	ENSACAG00000007290	ENSGALG00000012300
ENSG00000138246	ENSACAG00000000850	ENSGALG00000035068
ENSG00000176101	ENSACAG00000007648	ENSGALG00000039186
ENSG00000140470	ENSACAG00000009834	ENSGALG00000038688
ENSG00000163624	ENSACAG00000011274	ENSGALG00000011227
ENSG00000011677	ENSACAG00000013798	ENSGALG00000007269
ENSG00000142945	ENSACAG00000014854	ENSGALG00000010120
ENSG00000164077	ENSACAG00000008460	ENSGALG00000002919
ENSG00000075415	ENSACAG00000013232	ENSGALG00000011514
ENSG00000141258	ENSACAG00000011801	ENSGALG00000005737
ENSG00000168785	ENSACAG00000014139	ENSGALG00000012227
ENSG00000115593	ENSACAG00000008484	ENSGALG00000015935
ENSG00000242120	ENSACAG00000013680	ENSGALG00000007741
ENSG00000183060	ENSACAG00000009916	ENSGALG00000007092
ENSG00000132646	ENSACAG00000000385	ENSGALG00000029292
ENSG00000070366	ENSACAG00000011783	ENSGALG00000003108
ENSG00000081692	ENSACAG00000005198	ENSGALG00000005417
ENSG00000164332	ENSACAG00000002895	ENSGALG00000003672
ENSG00000166257	ENSACAG00000004778	ENSGALG00000006490
ENSG00000081148	ENSACAG00000011797	ENSGALG00000015322
ENSG00000109255	ENSACAG00000028735	ENSGALG00000020151
ENSG00000120656	ENSACAG00000010959	ENSGALG00000000991
ENSG00000141580	ENSACAG00000017343	ENSGALG00000001563
ENSG00000133195	ENSACAG00000008777	ENSGALG00000004413
ENSG00000153822	ENSACAG00000012133	ENSGALG00000004373
ENSG00000152822	ENSACAG00000007305	ENSGALG00000012297
ENSG00000116205	ENSACAG00000014158	ENSGALG00000010749
ENSG00000256269	ENSACAG00000015510	ENSGALG00000042939
ENSG00000171552	ENSACAG00000011424	ENSGALG00000006211
ENSG00000163541	ENSACAG00000000355	ENSGALG00000015961
ENSG00000121644	ENSACAG00000004473	ENSGALG00000010678
ENSG00000165916	ENSACAG00000002289	ENSGALG00000008108
ENSG00000163528	ENSACAG00000013659	ENSGALG00000006328
ENSG00000141447	ENSACAG00000001327	ENSGALG00000015086
ENSG00000155034	ENSACAG00000001175	ENSGALG00000004611
ENSG00000022840	ENSACAG00000002995	ENSGALG00000036417
ENSG00000182606	ENSACAG00000004124	ENSGALG00000038733
ENSG00000198783	ENSACAG00000009799	ENSGALG00000013156
ENSG00000083544	ENSACAG00000004923	ENSGALG00000016936
ENSG00000046889	ENSACAG00000016229	ENSGALG00000042354
ENSG00000151498	ENSACAG00000000861	ENSGALG00000001557
ENSG00000058056	ENSACAG00000004318	ENSGALG00000008909
ENSG00000205832	ENSACAG00000023697	ENSGALG00000035115
ENSG00000063515	ENSACAG00000002596	ENSGALG00000044245
ENSG00000175946	ENSACAG00000009737	ENSGALG00000038946
ENSG00000151276	ENSACAG00000002177	ENSGALG00000007431
ENSG00000119778	ENSACAG00000011448	ENSGALG00000037872
ENSG00000163285	ENSACAG00000007024	ENSGALG00000020143
ENSG00000122203	ENSACAG00000006360	ENSGALG00000003370
ENSG00000125124	ENSACAG00000007409	ENSGALG00000042415
ENSG00000059377	ENSACAG00000016841	ENSGALG00000012791
ENSG00000213398	ENSACAG00000010486	ENSGALG00000028928
ENSG00000155530	ENSACAG00000017103	ENSGALG00000037842
ENSG00000148444	ENSACAG00000009052	ENSGALG00000007900
ENSG00000185518	ENSACAG00000004741	ENSGALG00000030250
ENSG00000102098	ENSACAG00000011680	ENSGALG00000016537
ENSG00000138640	ENSACAG00000013239	ENSGALG00000010371
ENSG00000197142	ENSACAG00000009489	ENSGALG00000008840
ENSG00000196943	ENSACAG00000004346	ENSGALG00000036600
ENSG00000101911	ENSACAG00000001584	ENSGALG00000016592
ENSG00000157593	ENSACAG00000014775	ENSGALG00000010174
ENSG00000175756	ENSACAG00000009058	ENSGALG00000001555
ENSG00000101098	ENSACAG00000016909	ENSGALG00000004146
ENSG00000278540	ENSACAG00000024056	ENSGALG00000005439
ENSG00000182585	ENSACAG00000011440	ENSGALG00000010859
ENSG00000101017	ENSACAG00000011550	ENSGALG00000007015
ENSG00000198198	ENSACAG00000013477	ENSGALG00000028561
ENSG00000256463	ENSACAG00000000478	ENSGALG00000041404
ENSG00000169933	ENSACAG00000001515	ENSGALG00000033541
ENSG00000154319	ENSACAG00000011156	ENSGALG00000016653
ENSG00000135697	ENSACAG00000009055	ENSGALG00000005408
ENSG00000031698	ENSACAG00000010269	ENSGALG00000026809
ENSG00000158079	ENSACAG00000000669	ENSGALG00000005128
ENSG00000017427	ENSACAG00000016515	ENSGALG00000012755
